,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume
117,"{'pubmed': [], 'medline': [], 'pmid': '27682995', 'doi': '10.1186/s13023-016-0504-1', 'pmcid': 'PMC5041278'}","['Schwartz L', 'Holland A', 'Dykens E', 'Strong T', 'Roof E', 'Bohonowych J']",10.1186/s13023-016-0504-1,2016 Sep 29,Orphanet Journal of Rare Diseases,5041278,,[],131,2016 Sep 29,2016 Sep 29;11:131,Orphanet J Rare Dis,Prader-Willi syndrome mental health research strategy workshop proceedings: the state of the science and future directions,11
118,"{'pubmed': [], 'medline': [], 'pmid': '27680542', 'doi': '10.1186/s40101-016-0113-7', 'pmcid': 'PMC5039876'}","['Draghici AE', 'Taylor JA']",10.1186/s40101-016-0113-7,2016 Sep 28,Journal of Physiological Anthropology,5039876,,[],22,2016 Sep 28,2016 Sep 28;35:22,J Physiol Anthropol,The physiological basis and measurement of heart rate variability in humans,35
119,"{'pubmed': [], 'medline': [], 'pmid': '27677526', 'doi': '10.1038/srep34158', 'pmcid': 'PMC5039766'}","['Han BC', 'Liu IJ', 'Chuang HC', 'Pan CH', 'Chuang KJ']",10.1038/srep34158,2016 Sep 28,Scientific Reports,5039766,,[],34158,2016 Sep 28,2016 Sep 28;6:34158,Sci Rep,Effect of welding fume on heart rate variability among workers with respirators in a shipyard,6
120,"{'pubmed': [], 'medline': [], 'pmid': '27924215', 'doi': '10.5301/heartint.5000232', 'pmcid': 'PMC5056628'}","['Fatisson J', 'Oswald V', 'Lalonde F']",10.5301/heartint.5000232,2016 Sep 16,Heart International,5056628,1,[],e32-e40,2016 Sep 16,2016 Sep 16;11(1):e32-e40,Heart Int,Influence diagram of physiological and environmental factors affecting heart rate variability: an extended literature overview,11
121,"{'pubmed': [], 'medline': [], 'pmid': '27614881', 'doi': '10.1007/s00421-016-3459-y', 'pmcid': 'PMC5118411'}","['Nederend I', 'Schutte NM', 'Bartels M', 'ten Harkel AD', 'de Geus EJ']",10.1007/s00421-016-3459-y,2016 Sep 10,European Journal of Applied Physiology,5118411,11,[],2167-2176,2016 Sep 10,2016 Sep 10;116(11):2167-2176,Eur J Appl Physiol,Heritability of heart rate recovery and vagal rebound after exercise,116
122,"{'pubmed': [], 'medline': [], 'pmid': '27599727', 'doi': '10.1186/s12968-016-0277-7', 'pmcid': 'PMC5013573'}","['Bertelsen L', 'Svendsen JH', 'Køber L', 'Haugan K', 'Højberg S', 'Thomsen C', 'Vejlstrup N']",10.1186/s12968-016-0277-7,2016 Sep 7,Journal of Cardiovascular Magnetic Resonance,5013573,1,[],55,2016 Sep 7,2016 Sep 7;18(1):55,J Cardiovasc Magn Reson,Flow measurement at the aortic root - impact of location of through-plane phase contrast velocity mapping,18
123,"{'pubmed': [], 'medline': [], 'pmid': '27567816', 'doi': '10.3233/JAD-160084', 'pmcid': 'PMC5366248'}","['Struhal W', 'Mahringer C', 'Lahrmann H', 'Mörtl C', 'Buhl P', 'Huemer M', 'Ransmayr G']",10.3233/JAD-160084,2016 Sep 6,Journal of Alzheimer's Disease,5366248,2,[],657-667,2016 Sep 6,2016 Sep 6;54(2):657-667,J Alzheimers Dis,Heart Rate Spectra Confirm the Presence of Autonomic Dysfunction in Dementia Patients,54
124,"{'pubmed': [], 'medline': [], 'pmid': '28781744', 'doi': '10.12688/f1000research.7694.1', 'pmcid': 'PMC5527988'}","['Magnuson V', 'Wang Y', 'Schork N']",10.12688/f1000research.7694.1,2016 Sep 5,F1000Research,5527988,,[],132,2016 Sep 5,2016 Sep 5;5:132,F1000Res,Normalizing sleep quality disturbed by psychiatric polypharmacy: a single patient open trial (SPOT),5
125,"{'pubmed': [], 'medline': [], 'pmid': '27590046', 'doi': '10.1186/s13075-016-1087-x', 'pmcid': 'PMC5010705'}","['Thanou A', 'Stavrakis S', 'Dyer JW', 'Munroe ME', 'James JA', 'Merrill JT']",10.1186/s13075-016-1087-x,2016 Sep 2,Arthritis Research & Therapy,5010705,1,[],197,2016 Sep 2,2016 Sep 2;18(1):197,Arthritis Res Ther,"Impact of heart rate variability, a marker for cardiac health, on lupus disease activity",18
126,"{'pubmed': [], 'medline': [], 'pmid': '27590681', 'doi': '10.1186/s13063-016-1553-4', 'pmcid': 'PMC5010675'}","['Mendes FD', 'Sousa AS', 'Souza FC', 'Pinto VL', 'Silva PS', 'Saraiva RM', 'Xavier SS', 'Veloso HH', 'Holanda MT', 'Costa AR', 'Carneiro FM', 'Silva GM', 'Borges JP', 'Tibirica E', 'Pinheiro RO', 'Lara FA', 'Hasslocher-Moreno AM', 'Brasil PE', 'Mediano MF']",10.1186/s13063-016-1553-4,2016 Sep 2,Trials,5010675,,[],433,2016 Sep 2,2016 Sep 2;17:433,Trials,Effect of physical exercise training in patients with Chagas heart disease: study protocol for a randomized controlled trial (PEACH study),17
127,"{'pubmed': [], 'medline': [], 'pmid': '27318810', 'doi': '10.1007/s10803-016-2842-1', 'pmcid': 'PMC5140009', 'MID': 'NIHMS796931'}","['Edmiston EK', 'Jones RM', 'Corbett BA']",10.1007/s10803-016-2842-1,,Journal of autism and developmental disorders,5140009,9,[],2992-3005,2016 Sep,2016 Sep;46(9):2992-3005,J Autism Dev Disord,Physiological Response to Social Evaluative Threat in Adolescents with Autism Spectrum Disorder,46
128,"{'pubmed': [], 'medline': [], 'pmid': '27695629', 'doi': '10.3831/KPI.2016.19.021', 'pmcid': 'PMC5043084'}","['Bond Jr V', 'Curry BH', 'Kumar K', 'Pemminati S', 'Gorantla VR', 'Kadur K', 'Millis RM']",10.3831/KPI.2016.19.021,,Journal of Pharmacopuncture,5043084,3,[],207-212,2016 Sep,2016 Sep;19(3):207-212,J Pharmacopuncture,Nonlinear Conte-Zbilut-Federici (CZF) Method of Computing LF/HF Ratio: A More Reliable Index of Changes in Heart Rate Variability,19
129,"{'pubmed': [], 'medline': [], 'pmid': '27730068', 'doi': '10.4103/2230-8210.190527', 'pmcid': 'PMC5040038'}","['Kalra P', 'Yeragani VK', 'Prasanna Kumar KM']",10.4103/2230-8210.190527,,Indian Journal of Endocrinology and Metabolism,5040038,5,[],605-611,2016 Sep-Oct,2016 Sep-Oct;20(5):605-611,Indian J Endocrinol Metab,Cardiac autonomic function and vascular profile in subclinical hypothyroidism: Increased beat-to-beat QT variability,20
130,"{'pubmed': [], 'medline': [], 'pmid': '27625746', 'doi': '10.4239/wjd.v7.i16.321', 'pmcid': 'PMC4999648'}","['Brock C', 'Brock B', 'Pedersen AG', 'Drewes AM', 'Jessen N', 'Farmer AD']",10.4239/wjd.v7.i16.321,2016 Aug 25,World Journal of Diabetes,4999648,16,[],321-332,2016 Aug 25,2016 Aug 25;7(16):321-332,World J Diabetes,Assessment of the cardiovascular and gastrointestinal autonomic complications of diabetes,7
131,"{'pubmed': [], 'medline': [], 'pmid': '27547260', 'doi': '10.5964/ejop.v12i3.1102', 'pmcid': 'PMC4991051'}",['Svebak S'],10.5964/ejop.v12i3.1102,2016 Aug 19,Europe's Journal of Psychology,4991051,3,[],456-472,2016 Aug 19,2016 Aug 19;12(3):456-472,Eur J Psychol,Consequences of Laughter Upon Trunk Compression and Cortical Activation: Linear and Polynomial Relations,12
132,"{'pubmed': [], 'medline': [], 'pmid': '28730056', 'doi': '10.4102/ajod.v5i1.248', 'pmcid': 'PMC5433461'}","['Nqwena Z', 'Naidoo R']",10.4102/ajod.v5i1.248,2016 Aug 18,African Journal of Disability,5433461,1,[],248,2016 Aug 18,2016 Aug 18;5(1):248,Afr J Disabil,The effect of therapeutic horseback riding on heart rate variability of children with disabilities,5
133,"{'pubmed': [], 'medline': [], 'pmid': '27527739', 'doi': '10.1038/srep31683', 'pmcid': 'PMC4985655'}","['Chang HA', 'Fang WH', 'Chang TC', 'Huang SY', 'Chang CC']",10.1038/srep31683,2016 Aug 16,Scientific Reports,4985655,,[],31683,2016 Aug 16,2016 Aug 16;6:31683,Sci Rep,Association of neuropeptide Y promoter polymorphism (rs16147) with perceived stress and cardiac vagal outflow in humans,6
134,"{'pubmed': [], 'medline': [], 'pmid': '27551262', 'doi': '10.3389/fnhum.2016.00378', 'pmcid': 'PMC4976095'}","['Marchewka A', 'Wypych M', 'Michałowski JM', 'Sińczuk M', 'Wordecha M', 'Jednoróg K', 'Nowicka A']",10.3389/fnhum.2016.00378,2016 Aug 8,Frontiers in Human Neuroscience,4976095,,[],378,2016 Aug 8,2016 Aug 8;10:378,Front Hum Neurosci,What Is the Effect of Basic Emotions on Directed Forgetting? Investigating the Role of Basic Emotions in Memory,10
135,"{'pubmed': [], 'medline': [], 'pmid': '27536260', 'doi': '10.3389/fpsyg.2016.01141', 'pmcid': 'PMC4971078'}","['Kuijsters A', 'Redi J', 'de Ruyter B', 'Heynderickx I']",10.3389/fpsyg.2016.01141,2016 Aug 3,Frontiers in Psychology,4971078,,[],1141,2016 Aug 3,2016 Aug 3;7:1141,Front Psychol,Inducing Sadness and Anxiousness through Visual Media: Measurement Techniques and Persistence,7
136,"{'pubmed': [], 'medline': [], 'pmid': '27481553', 'doi': '10.1002/dev.21448', 'pmcid': 'PMC5546096', 'MID': 'NIHMS890728'}","['Ostlund BD', 'Measelle JR', 'Laurent HK', 'Conradt E', 'Ablow JC']",10.1002/dev.21448,2016 Aug 2,Developmental psychobiology,5546096,1,[],15-25,2016 Aug 2,2016 Aug 2;59(1):15-25,Dev Psychobiol,"Shaping emotion regulation: attunement, symptomatology, and stress recovery within mother–infant dyads",59
137,"{'pubmed': [], 'medline': [], 'pmid': '27480495', 'doi': '10.1088/0967-3334/37/9/1436', 'pmcid': 'PMC5021440', 'MID': 'NIHMS815112'}","['Lucchini M', 'Signorini MG', 'Fifer WP', 'Sahni R']",10.1088/0967-3334/37/9/1436,2016 Aug 2,Physiological measurement,5021440,9,[],1436-1446,2016 Aug 2,2016 Aug 2;37(9):1436-1446,Physiol Meas,Novel heart rate parameters for the assessment of Autonomic Nervous System function in premature infants,37
138,"{'pubmed': [], 'medline': [], 'pmid': '27483467', 'doi': '10.1371/journal.pone.0160340', 'pmcid': 'PMC4970818'}","['Harper KL', 'Eddington KM', 'Silvia PJ']",10.1371/journal.pone.0160340,2016 Aug 2,PLoS ONE,4970818,8,[],e0160340,2016 Aug 2,2016 Aug 2;11(8):e0160340,PLoS One,Perfectionism and Effort-Related Cardiac Activity: Do Perfectionists Try Harder?,11
139,"{'pubmed': [], 'medline': [], 'pmid': '28269718', 'doi': '10.1109/EMBC.2016.7592200', 'pmcid': 'PMC5501079', 'MID': 'NIHMS873130'}","['Mariani S', 'Borges AF', 'Henriques T', 'Thomas RJ', 'Leistedt SJ', 'Linkowski P', 'Lanquart JP', 'Goldberger AL', 'Costa MD']",10.1109/EMBC.2016.7592200,,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,5501079,,[],6429-6432,2016 Aug,2016 Aug;2016:6429-6432,Conf Proc IEEE Eng Med Biol Soc,Analysis of the Sleep EEG in the Complexity Domain,2016
140,"{'pubmed': [], 'medline': [], 'pmid': '27327187', 'doi': '10.1044/2015_JSLHR-S-14-0357', 'pmcid': 'PMC5280059'}","['Choi D', 'Conture EG', 'Walden TA', 'Jones RM', 'Kim H']",10.1044/2015_JSLHR-S-14-0357,,"Journal of Speech, Language, and Hearing Research : JSLHR",5280059,4,[],616-630,2016 Aug,2016 Aug;59(4):616-630,J Speech Lang Hear Res,"Emotional Diathesis, Emotional Stress, and Childhood Stuttering",59
141,"{'pubmed': [], 'medline': [], 'pmid': '27656434', 'doi': '10.7860/JCDR/2016/20410.8343', 'pmcid': 'PMC5028518'}","['Taffe L', 'Stancil K', 'Bond V', 'Pemminati S', 'Gorantla VR', 'Kadur K', 'Millis RM']",10.7860/JCDR/2016/20410.8343,2016 Aug 1,Journal of Clinical and Diagnostic Research : JCDR,5028518,8,[],CC01-CC06,2016 Aug 1,2016 Aug 1;10(8):CC01-CC06,J Clin Diagn Res,Differentiation of Overweight from Normal Weight Young Adults by Postprandial Heart Rate Variability and Systolic Blood Pressure,10
142,"{'pubmed': [], 'medline': [], 'pmid': '27389588', 'doi': '10.1042/CS20160108', 'pmcid': 'PMC4958371', 'MID': 'NIHMS802353'}","['Logue OC', 'George EM', 'Bidwell GL III']",10.1042/CS20160108,,"Clinical science (London, England : 1979)",4958371,16,[],1417-1434,2016 Aug 1,2016 Aug 1;130(16):1417-1434,Clin Sci (Lond),Preeclampsia and the Brain: Neural Control of Cardiovascular Changes During Pregnancy and Neurological Outcomes of Preeclampsia,130
143,"{'pubmed': [], 'medline': [], 'pmid': '27462035', 'doi': '10.1177/1077559516659937', 'pmcid': 'PMC5058417'}","['Reijman S', 'Bakermans-Kranenburg MJ', 'Hiraoka R', 'Crouch JL', 'Milner JS', 'Alink LR', 'van IJzendoorn MH']",10.1177/1077559516659937,2016 Jul 26,Child Maltreatment,5058417,4,[],327-342,2016 Jul 26,2016 Jul 26;21(4):327-342,Child Maltreat,Baseline Functioning and Stress Reactivity in Maltreating Parents and At-Risk Adults: Review and Meta-Analyses of Autonomic Nervous System Studies,21
144,"{'pubmed': [], 'medline': [], 'pmid': '27472330', 'doi': '10.3390/s16081169', 'pmcid': 'PMC5017335'}",['Gu C'],10.3390/s16081169,2016 Jul 26,"Sensors (Basel, Switzerland)",5017335,8,[],1169,2016 Jul 26,2016 Jul 26;16(8):1169,Sensors (Basel),Short-Range Noncontact Sensors for Healthcare and Other Emerging Applications: A Review,16
145,"{'pubmed': [], 'medline': [], 'pmid': '27529068', 'doi': '10.1155/2016/4750643', 'pmcid': 'PMC4977385'}","['Sadrawi M', 'Sun WZ', 'Ma MH', 'Dai CY', 'Abbod MF', 'Shieh JS']",10.1155/2016/4750643,2016 Jul 26,BioMed Research International,4977385,,[],4750643,2016 Jul 26,2016 Jul 26;2016:4750643,Biomed Res Int,Cardiopulmonary Resuscitation Pattern Evaluation Based on Ensemble Empirical Mode Decomposition Filter via Nonlinear Approaches,2016
146,"{'pubmed': [], 'medline': [], 'pmid': '27555757', 'doi': '10.2147/COPD.S108860', 'pmcid': 'PMC4968685'}","['Goulart CD', 'Simon JC', 'Schneiders PD', 'San Martin EA', 'Cabiddu R', 'Borghi-Silva A', 'Trimer R', 'da Silva AL']",10.2147/COPD.S108860,2016 Jul 26,International Journal of Chronic Obstructive Pulmonary Disease,4968685,,[],1671-1677,2016 Jul 26,2016 Jul 26;11:1671-1677,Int J Chron Obstruct Pulmon Dis,Respiratory muscle strength effect on linear and nonlinear heart rate variability parameters in COPD patients,11
147,"{'pubmed': [], 'medline': [], 'pmid': '27747139', 'doi': '10.1177/2167702615607182', 'pmcid': 'PMC5060943', 'MID': 'NIHMS720110'}","['Kovacs M', 'Bylsma LM', 'Yaroslavsky I', 'Rottenberg J', 'George CJ', 'Kiss E', 'Halas K', 'Benák I', 'Baji I', 'Vetro Á', 'Kapornai K']",10.1177/2167702615607182,2016 Jul 19,Clinical psychological science : a journal of the Association for Psychological Science,5060943,4,[],661-674,2016 Jul 19,2016 Jul 19;4(4):661-674,Clin Psychol Sci,Positive Affectivity is Dampened in Youths with Histories of Major Depression and Their Never-Depressed Adolescent Siblings,4
148,"{'pubmed': [], 'medline': [], 'pmid': '27486426', 'doi': '10.3389/fpsyg.2016.01091', 'pmcid': 'PMC4949262'}","['Pieritz K', 'Süssenbach P', 'Rief W', 'Euteneuer F']",10.3389/fpsyg.2016.01091,2016 Jul 19,Frontiers in Psychology,4949262,,[],1091,2016 Jul 19,2016 Jul 19;7:1091,Front Psychol,Subjective Social Status and Cardiovascular Reactivity: An Experimental Examination,7
149,"{'pubmed': [], 'medline': [], 'pmid': '27419272', 'doi': '10.1080/15622975.2016.1190867', 'pmcid': 'PMC5341771', 'MID': 'EMS71678'}","['Bandelow B', 'Baldwin D', 'Abelli M', 'Bolea-Alamanac B', 'Bourin M', 'Chamberlain SR', 'Cinosi E', 'Davies S', 'Domschke K', 'Fineberg N', 'Grünblatt E', 'Jarema M', 'Kim YK', 'Maron E', 'Masdrakis V', 'Mikova O', 'Nutt D', 'Pallanti S', 'Pini S', 'Ströhle A', 'Thibaut F', 'Vaghix MM', 'Won E', 'Wedekind D', 'Wichniak A', 'Woolley J', 'Zwanzger P', 'Riederer P']",10.1080/15622975.2016.1190867,2016 Jul 15,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,5341771,3,[],162-214,2016 Jul 15,2016 Jul 15;18(3):162-214,World J Biol Psychiatry,"Biological markers for anxiety disorders, OCD and PTSD: A consensus statement. Part II: Neurochemistry, neurophysiology and neurocognition",18
150,"{'pubmed': [], 'medline': [], 'pmid': '27468230', 'doi': '10.2147/COPD.S54328', 'pmcid': 'PMC4946858'}","['Lopes AJ', 'de Melo PL']",10.2147/COPD.S54328,2016 Jul 11,International Journal of Chronic Obstructive Pulmonary Disease,4946858,,[],1553-1567,2016 Jul 11,2016 Jul 11;11:1553-1567,Int J Chron Obstruct Pulmon Dis,Brazilian studies on pulmonary function in COPD patients: what are the gaps?,11
151,"{'pubmed': [], 'medline': [], 'pmid': '27647958', 'doi': '10.1159/000443574', 'pmcid': 'PMC5020391'}","['Rukmani MR', 'Seshadri SP', 'Thennarasu K', 'Raju TR', 'Sathyaprabha TN']",10.1159/000443574,2016 Jul 7,Annals of Neurosciences,5020391,2,[],81-88,2016 Jul 7,2016 Jul 7;23(2):81-88,Ann Neurosci,Heart Rate Variability in Children with Attention-Deficit/Hyperactivity Disorder: A Pilot Study,23
152,"{'pubmed': [], 'medline': [], 'pmid': '27377820', 'doi': '10.1186/s12938-016-0201-2', 'pmcid': 'PMC4932742'}","['Hsieh DL', 'Hsiao TC']",10.1186/s12938-016-0201-2,2016 Jul 4,BioMedical Engineering OnLine,4932742,,[],69,2016 Jul 4,2016 Jul 4;15:69,Biomed Eng Online,Respiratory sinus arrhythmia reactivity of internet addiction abusers in negative and positive emotional states using film clips stimulation,15
153,"{'pubmed': [], 'medline': [], 'pmid': '27642375', 'doi': '10.1007/s12671-016-0561-5', 'pmcid': 'PMC5010624'}","['de Bruin EI', 'van der Zwan JE', 'Bögels SM']",10.1007/s12671-016-0561-5,2016 Jul 2,Mindfulness,5010624,5,[],1182-1192,2016 Jul 2,2016 Jul 2;7(5):1182-1192,Mindfulness (N Y),"A RCT Comparing Daily Mindfulness Meditations, Biofeedback Exercises, and Daily Physical Exercise on Attention Control, Executive Functioning, Mindful Awareness, Self-Compassion, and Worrying in Stressed Young Adults",7
154,"{'pubmed': [], 'medline': [], 'pmid': '27055415', 'doi': '10.1007/s10803-016-2780-y', 'pmcid': 'PMC5305034', 'MID': 'NIHMS844382'}","['Neuhaus E', 'Jones EJ', 'Barnes K', 'Sterling L', 'Estes A', 'Munson J', 'Dawson G', 'Webb SJ']",10.1007/s10803-016-2780-y,,Journal of autism and developmental disorders,5305034,7,[],2450-2463,2016 Jul,2016 Jul;46(7):2450-2463,J Autism Dev Disord,The Relationship Between Early Neural Responses to Emotional Faces at Age 3 and Later Autism and Anxiety Symptoms in Adolescents with Autism,46
155,"{'pubmed': [], 'medline': [], 'pmid': '27569408', 'doi': '10.4103/1463-1741.189243', 'pmcid': 'PMC5187662'}","['Gallasch E', 'Raggam RB', 'Cik M', 'Rabensteiner J', 'Lackner A', 'Piber B', 'Marth E']",10.4103/1463-1741.189243,,Noise & Health,5187662,83,[],206-213,2016 Jul-Aug,2016 Jul-Aug;18(83):206-213,Noise Health,Road and Rail Traffic Noise Induce Comparable Extra-aural Effects as Revealed During a Short-term Memory Test,18
156,"{'pubmed': [], 'medline': [], 'pmid': '27208698', 'doi': '10.1016/j.pbiomolbio.2016.05.003', 'pmcid': 'PMC5067302'}","['Quinn TA', 'Kohl P']",10.1016/j.pbiomolbio.2016.05.003,,Progress in Biophysics and Molecular Biology,5067302,2,[],110-122,2016 Jul,2016 Jul;121(2):110-122,Prog Biophys Mol Biol,Rabbit models of cardiac mechano-electric and mechano-mechanical coupling,121
157,"{'pubmed': [], 'medline': [], 'pmid': '27512317', 'doi': '10.4103/0973-6131.183712', 'pmcid': 'PMC4959333'}","['Tyagi A', 'Cohen M']",10.4103/0973-6131.183712,,International Journal of Yoga,4959333,2,[],97-113,2016 Jul-Dec,2016 Jul-Dec;9(2):97-113,Int J Yoga,Yoga and heart rate variability: A comprehensive review of the literature,9
158,"{'pubmed': [], 'medline': [], 'pmid': '27730184', 'doi': '10.1183/23120541.00003-2016', 'pmcid': 'PMC5005167'}","['Baumert M', 'Pamula Y', 'Martin J', 'Kennedy D', 'Ganesan A', 'Kabir M', 'Kohler M', 'Immanuel SA']",10.1183/23120541.00003-2016,2016 Jun 30,ERJ Open Research,5005167,2,[],00003-2016,2016 Jun 30,2016 Jun 30;2(2):00003-2016,ERJ Open Res,The effect of adenotonsillectomy for childhood sleep apnoea on cardiorespiratory control,2
159,"{'pubmed': [], 'medline': [], 'pmid': '27367687', 'doi': '10.3390/s16070996', 'pmcid': 'PMC4970046'}","['Procházka A', 'Schätz M', 'Vyšata O', 'Vališ M']",10.3390/s16070996,2016 Jun 28,"Sensors (Basel, Switzerland)",4970046,7,[],996,2016 Jun 28,2016 Jun 28;16(7):996,Sensors (Basel),Microsoft Kinect Visual and Depth Sensors for Breathing and Heart Rate Analysis,16
160,"{'pubmed': [], 'medline': [], 'pmid': '27445653', 'doi': '10.3389/fnins.2016.00278', 'pmcid': 'PMC4917546'}","['Corbett BA', 'Muscatello RA', 'Blain SD']",10.3389/fnins.2016.00278,2016 Jun 23,Frontiers in Neuroscience,4917546,,[],278,2016 Jun 23,2016 Jun 23;10:278,Front Neurosci,Impact of Sensory Sensitivity on Physiological Stress Response and Novel Peer Interaction in Children with and without Autism Spectrum Disorder,10
161,"{'pubmed': [], 'medline': [], 'pmid': '27445833', 'doi': '10.3389/fphys.2016.00236', 'pmcid': 'PMC4916204'}","['Domnik NJ', 'Polymeropoulos ET', 'Elliott NG', 'Frappell PB', 'Fisher JT']",10.3389/fphys.2016.00236,2016 Jun 22,Frontiers in Physiology,4916204,,[],236,2016 Jun 22,2016 Jun 22;7:236,Front Physiol,Automated Non-invasive Video-Microscopy of Oyster Spat Heart Rate during Acute Temperature Change: Impact of Acclimation Temperature,7
162,"{'pubmed': [], 'medline': [], 'pmid': '27324066', 'doi': '10.1038/srep28202', 'pmcid': 'PMC4914979'}","['Lin YH', 'Lin C', 'Ho YH', 'Wu VC', 'Lo MT', 'Hung KY', 'Liu LY', 'Lin LY', 'Huang JW', 'Peng CK']",10.1038/srep28202,2016 Jun 21,Scientific Reports,4914979,,[],28202,2016 Jun 21,2016 Jun 21;6:28202,Sci Rep,Heart rhythm complexity impairment in patients undergoing peritoneal dialysis,6
163,"{'pubmed': [], 'medline': [], 'pmid': '27445652', 'doi': '10.3389/fnins.2016.00276', 'pmcid': 'PMC4914552'}","['Billeci L', 'Tonacci A', 'Tartarisco G', 'Narzisi A', 'Di Palma S', 'Corda D', 'Baldus G', 'Cruciani F', 'Anzalone SM', 'Calderoni S', 'Pioggia G', 'Muratori F', 'Michelangelo Study Group']",10.3389/fnins.2016.00276,2016 Jun 21,Frontiers in Neuroscience,4914552,,[],276,2016 Jun 21,2016 Jun 21;10:276,Front Neurosci,An Integrated Approach for the Monitoring of Brain and Autonomic Response of Children with Autism Spectrum Disorders during Treatment by Wearable Technologies,10
164,"{'pubmed': [], 'medline': [], 'pmid': '27321113', 'doi': '10.1002/aur.1646', 'pmcid': 'PMC5526214', 'MID': 'NIHMS875779'}","['Ferguson BJ', 'Marler S', 'Altstein LL', 'Lee EB', 'Akers J', 'Sohl K', 'McLaughlin A', 'Hartnett K', 'Kille B', 'Mazurek M', 'Macklin EA', 'McDonnell E', 'Barstow M', 'Bauman ML', 'Margolis KG', 'Veenstra-VanderWeele J', 'Beversdorf DQ']",10.1002/aur.1646,2016 Jun 20,Autism research : official journal of the International Society for Autism Research,5526214,2,[],276-288,2016 Jun 20,2016 Jun 20;10(2):276-288,Autism Res,Psychophysiological Associations with Gastrointestinal Symptomatology in Autism Spectrum Disorder,10
165,"{'pubmed': [], 'medline': [], 'pmid': '27378838', 'doi': '10.3389/fnins.2016.00268', 'pmcid': 'PMC4911400'}","['Schauder KB', 'Bennetto L']",10.3389/fnins.2016.00268,2016 Jun 17,Frontiers in Neuroscience,4911400,,[],268,2016 Jun 17,2016 Jun 17;10:268,Front Neurosci,Toward an Interdisciplinary Understanding of Sensory Dysfunction in Autism Spectrum Disorder: An Integration of the Neural and Symptom Literatures,10
166,"{'pubmed': [], 'medline': [], 'pmid': '27299358', 'doi': '10.1007/s12402-016-0199-0', 'pmcid': 'PMC5110580'}",['van Stralen J'],10.1007/s12402-016-0199-0,2016 Jun 14,Attention Deficit and Hyperactivity Disorders,5110580,4,[],175-187,2016 Jun 14,2016 Jun 14;8(4):175-187,Atten Defic Hyperact Disord,Emotional dysregulation in children with attention-deficit/hyperactivity disorder,8
167,"{'pubmed': [], 'medline': [], 'pmid': '27547506', 'doi': '10.1002/brb3.506', 'pmcid': 'PMC4980475'}","['Tanaka Y', 'Ishitobi Y', 'Inoue A', 'Oshita H', 'Okamoto K', 'Kawashima C', 'Nakanishi M', 'Aizawa S', 'Masuda K', 'Maruyama Y', 'Higuma H', 'Kanehisa M', 'Ninomiya T', 'Akiyoshi J']",10.1002/brb3.506,2016 Jun 14,Brain and Behavior,4980475,8,[],e00506,2016 Jun 14,2016 Jun 14;6(8):e00506,Brain Behav,Sex determines cortisol and alpha‐amylase responses to acute physical and psychosocial stress in patients with avoidant personality disorder,6
168,"{'pubmed': [], 'medline': [], 'pmid': '27302071', 'doi': '10.1177/0956797616651972', 'pmcid': 'PMC4976015', 'MID': 'NIHMS785609'}","['Bourassa KJ', 'Hasselmo K', 'Sbarra DA']",10.1177/0956797616651972,2016 Jun 14,Psychological science,4976015,8,[],1123-1135,2016 Jun 14,2016 Jun 14;27(8):1123-1135,Psychol Sci,Heart Rate Variability Moderates the Association Between Separation-related Psychological Distress and Blood Pressure Reactivity Over Time,27
169,"{'pubmed': [], 'medline': [], 'pmid': '27114333', 'doi': '10.1113/JP271870', 'pmcid': 'PMC4945719'}","['Shivkumar K', 'Ajijola OA', 'Anand I', 'Armour JA', 'Chen P', 'Esler M', 'De Ferrari GM', 'Fishbein MC', 'Goldberger JJ', 'Harper RM', 'Joyner MJ', 'Khalsa SS', 'Kumar R', 'Lane R', 'Mahajan A', 'Po S', 'Schwartz PJ', 'Somers VK', 'Valderrabano M', 'Vaseghi M', 'Zipes DP']",10.1113/JP271870,2016 Jun 14,The Journal of Physiology,4945719,14,[],3911-3954,2016 Jun 14,2016 Jun 14;594(14):3911-3954,J Physiol,Clinical neurocardiology defining the value of neuroscience‐based cardiovascular therapeutics,594
170,"{'pubmed': [], 'medline': [], 'pmid': '27403347', 'doi': '10.1155/2016/8146809', 'pmcid': 'PMC4923594'}","['Grassmann M', 'Vlemincx E', 'von Leupoldt A', 'Mittelstädt JM', 'Van den Bergh O']",10.1155/2016/8146809,2016 Jun 14,Neural Plasticity,4923594,,[],8146809,2016 Jun 14,2016 Jun 14;2016:8146809,Neural Plast,Respiratory Changes in Response to Cognitive Load: A Systematic Review,2016
171,"{'pubmed': [], 'medline': [], 'pmid': '27378968', 'doi': '10.3389/fpsyg.2016.00862', 'pmcid': 'PMC4907088'}","['Koole SL', 'Tschacher W']",10.3389/fpsyg.2016.00862,2016 Jun 14,Frontiers in Psychology,4907088,,[],862,2016 Jun 14,2016 Jun 14;7:862,Front Psychol,Synchrony in Psychotherapy: A Review and an Integrative Framework for the Therapeutic Alliance,7
