,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume,cites,citedby
73,"{'pubmed': [], 'medline': [], 'pmid': '28174525', 'doi': '10.3389/fnbeh.2017.00001', 'pmcid': 'PMC5258759'}","['Fung BJ', 'Crone DL', 'Bode S', 'Murawski C']",10.3389/fnbeh.2017.00001,2017 Jan 24,Frontiers in Behavioral Neuroscience,5258759,,[],1,2017 Jan 24,2017 Jan 24;11:1,Front Behav Neurosci,Cardiac Signals Are Independently Associated with Temporal Discounting and Time Perception,11,"['4980249', '4416979', '4301264', '4172752', '4013470', '3988366', '3491636', '3329584', '3278937', '3224799', '3204574', '2991430', '2916084', '2685820', '2685816', '2685814', '2110887']",[]
74,"{'pubmed': [], 'medline': [], 'pmid': '28099286', 'doi': '10.1213/ANE.0000000000001852', 'pmcid': 'PMC5367492'}","['Bergese SD', 'Mestek ML', 'Kelley SD', 'McIntyre R Jr', 'Uribe AA', 'Sethi R', 'Watson JN', 'Addison PS']",10.1213/ANE.0000000000001852,2017 Jan 17,Anesthesia and Analgesia,5367492,4,[],1153-1159,2017 Jan 17,2017 Jan 17;124(4):1153-1159,Anesth Analg,Multicenter Study Validating Accuracy of a Continuous Respiratory Rate Measurement Derived From Pulse Oximetry: A Comparison With Capnography,124,"['4684230', '4309914', '3747725', '3342781', '3268017', '1726217']",[]
75,"{'pubmed': [], 'medline': [], 'pmid': '28095501', 'doi': '10.1371/journal.pone.0167328', 'pmcid': 'PMC5240907'}","['Souza LV', 'Oliveira V', 'De Meneck F', 'Grotti Clemente AP', 'Strufaldi MW', 'Franco MD']",10.1371/journal.pone.0167328,2017 Jan 17,PLoS ONE,5240907,1,[],e0167328,2017 Jan 17,2017 Jan 17;12(1):e0167328,PLoS One,Birth Weight and Its Relationship with the Cardiac Autonomic Balance in Healthy Children,12,"['4715254', '4114728', '3819583', '3021453', '2928084', '2672859', '2636412', '2267766']",[]
76,"{'pubmed': [], 'medline': [], 'pmid': '28094804', 'doi': '10.1038/srep40732', 'pmcid': 'PMC5240622'}","['Laske TG', 'Iaizzo PA', 'Garshelis DL']",10.1038/srep40732,2017 Jan 17,Scientific Reports,5240622,,[],40732,2017 Jan 17,2017 Jan 17;7:40732,Sci Rep,Six Years in the Life of a Mother Bear - The Longest Continuous Heart Rate Recordings from a Free-Ranging Mammal,7,"['5351099', '4277652', '4079694', '3398017', '3177774']",[]
77,"{'pubmed': [], 'medline': [], 'pmid': '28138319', 'doi': '10.3389/fpsyt.2016.00208', 'pmcid': 'PMC5237634'}","['Henje Blom E', 'Tymofiyeva O', 'Chesney MA', 'Ho TC', 'Moran P', 'Connolly CG', 'Duncan LG', 'Baldini L', 'Weng HY', 'Acree M', 'Goldman V', 'Hecht FM', 'Yang TT']",10.3389/fpsyt.2016.00208,2017 Jan 16,Frontiers in Psychiatry,5237634,,[],208,2017 Jan 16,2017 Jan 16;7:208,Front Psychiatry,Feasibility and Preliminary Efficacy of a Novel RDoC-Based Treatment Program for Adolescent Depression: “Training for Awareness Resilience and Action” (TARA)—A Pilot Study,7,"['5107159', '4779656', '4424840', '4408277', '4378862', '4362932', '4337206', '4286011', '4236828', '4137278', '4103629', '4016104', '4006295', '3893686', '3596788', '3541485', '3343321', '3340443', '3303604', '3232324', '3190207', '3144981', '3131101', '2935523', '2855827', '2566754', '2150594']",['5430037']
78,"{'pubmed': [], 'medline': [], 'pmid': '28081171', 'doi': '10.1371/journal.pone.0169394', 'pmcid': 'PMC5231382'}","['Tseng PH', 'Lee PL', 'Hsu WC', 'Ma Y', 'Lee YC', 'Chiu HM', 'Ho YL', 'Chen MF', 'Wu MS', 'Peng CK']",10.1371/journal.pone.0169394,2017 Jan 12,PLoS ONE,5231382,1,[],e0169394,2017 Jan 12,2017 Jan 12;12(1):e0169394,PLoS One,A Higher Proportion of Metabolic Syndrome in Chinese Subjects with Sleep-Disordered Breathing: A Case-Control Study Based on Electrocardiogram-Derived Sleep Analysis,12,"['4483259', '4404207', '3544823', '3387128', '3353036', '3329853', '2958224', '2873189', '2854867', '2765354', '2718458', '2706909', '2635578', '2605570', '2276128']","['5419916', '5349605']"
79,"{'pubmed': [], 'medline': [], 'pmid': '28086891', 'doi': '10.1186/s12938-016-0304-9', 'pmcid': 'PMC5234137'}","['Motoi K', 'Yamakoshi Y', 'Yamakoshi T', 'Sakai H', 'Tanaka N', 'Yamakoshi KI']",10.1186/s12938-016-0304-9,2017 Jan 11,BioMedical Engineering OnLine,5234137,,[],12,2017 Jan 11,2017 Jan 11;16:12,Biomed Eng Online,Measurement of electrocardiograms in a bath through tap water utilizing capacitive coupling electrodes placed outside the bathtub wall,16,['4501178'],[]
80,"{'pubmed': [], 'medline': [], 'pmid': '28123361', 'doi': '10.3389/fnhum.2016.00677', 'pmcid': 'PMC5225117'}","['Diamond AE', 'Fisher AJ']",10.3389/fnhum.2016.00677,2017 Jan 11,Frontiers in Human Neuroscience,5225117,,[],677,2017 Jan 11,2017 Jan 11;10:677,Front Hum Neurosci,"Comparative Autonomic Responses to Diagnostic Interviewing between Individuals with GAD, MDD, SAD and Healthy Controls",10,"['4849278', '4820071', '4283544', '2736046', '495331']",[]
81,"{'pubmed': [], 'medline': [], 'pmid': '28119623', 'doi': '10.3389/fphys.2016.00675', 'pmcid': 'PMC5222853'}","['Chacaroun S', 'Borowik A', 'Morrison SA', 'Baillieul S', 'Flore P', 'Doutreleau S', 'Verges S']",10.3389/fphys.2016.00675,2017 Jan 10,Frontiers in Physiology,5222853,,[],675,2017 Jan 10,2017 Jan 10;7:675,Front Physiol,Physiological Responses to Two Hypoxic Conditioning Strategies in Healthy Subjects,7,"['4902009', '4863206', '4476260', '4315448', '4101794', '3887348', '3174795', '3138168', '2343329', '1995690', '1895612', '1474187']","['5539087', '5478009']"
82,"{'pubmed': [], 'medline': [], 'pmid': '28444076', 'doi': '10.5935/0103-507X.20170012', 'pmcid': 'PMC5385989'}","['Fontela PC', 'Prestes RB', 'Forgiarini Jr. LA', 'Friedman G']",10.5935/0103-507X.20170012,,Revista Brasileira de Terapia Intensiva,5385989,1,[],77-86,2017 Jan-Mar,2017 Jan-Mar;29(1):77-86,Rev Bras Ter Intensiva,Variable mechanical ventilation,29,"['4723901', '4056040', '4026052', '3827000', '3541132', '2887148', '1142342', '535805']",[]
83,"{'pubmed': [], 'medline': [], 'pmid': '28036004', 'doi': '10.3390/s17010046', 'pmcid': 'PMC5298619'}","['Cabibihan JJ', 'Javed H', 'Aldosari M', 'Frazier TW', 'Elbashir H']",10.3390/s17010046,2016 Dec 27,"Sensors (Basel, Switzerland)",5298619,1,[],46,2016 Dec 27,2016 Dec 27;17(1):46,Sensors (Basel),Sensing Technologies for Autism Spectrum Disorder Screening and Intervention,17,"['4808563', '4775077', '4285104', '3989131', '3913826', '3900601', '3845814', '3778882', '3733109', '3730054', '3704601', '3646074', '3454390', '3422441', '3314921', '3231512', '2982027', '2781888', '2732664', '2276752', '2170849']",[]
84,"{'pubmed': [], 'medline': [], 'pmid': '28144278', 'doi': '10.5114/aoms.2015.55147', 'pmcid': 'PMC5206355'}","['Ciesielczyk K', 'Furgała A', 'Dobrek Ł', 'Juszczak K', 'Thor P']",10.5114/aoms.2015.55147,2016 Dec 19,Archives of Medical Science : AMS,5206355,1,[],246-255,2016 Dec 19,2016 Dec 19;13(1):246-255,Arch Med Sci,Altered sympathovagal balance and pain hypersensitivity in TNBS-induced colitis,13,"['4107247', '3832823', '3435783', '3135784', '2980818', '2807888']",[]
85,"{'pubmed': [], 'medline': [], 'pmid': '27654879', 'doi': '10.1113/JP273164', 'pmcid': 'PMC5157093'}","['Farmer DG', 'Dutschmann M', 'Paton JF', 'Pickering AE', 'McAllen RM']",10.1113/JP273164,2016 Dec 14,The Journal of Physiology,5157093,24,[],7249-7265,2016 Dec 14,2016 Dec 14;594(24):7249-7265,J Physiol,Brainstem sources of cardiac vagal tone and respiratory sinus arrhythmia,594,"['4945717', '4631809', '4422496', '4329052', '4080941', '4080795', '3894684', '3684023', '3573317', '3459144', '3443283', '3249051', '2932818', '2819067', '2408750', '2343224', '2230810', '2225347', '1865002', '1405470', '1363438', '1357140', '1331413', '1308967', '1282944', '1282744', '1193152', '1156804']",[]
86,"{'pubmed': [], 'medline': [], 'pmid': '27979628', 'doi': '10.1016/j.physbeh.2016.11.036', 'pmcid': 'PMC5328282', 'MID': 'NIHMS846277'}","['Fletcher AC', 'Buehler C', 'Buchanan CM', 'Weymouth BB']",10.1016/j.physbeh.2016.11.036,2016 Dec 12,Physiology & behavior,5328282,,[],78-87,2016 Dec 12,2016 Dec 12;170:78-87,Physiol Behav,Parenting Stressors and Young Adolescents’ Depressive Symptoms: Does High Vagal Suppression Offer Protection?,170,"['4662048', '4533930', '4286282', '4212492', '4144678', '4076387', '4074920', '4006306', '3875601', '3874140', '3700417', '3651760', '3528400', '3390918', '3305833', '3036838', '2796553', '2766084', '1868418']",[]
87,"{'pubmed': [], 'medline': [], 'pmid': '27994467', 'doi': '10.2147/NDT.S121533', 'pmcid': 'PMC5153278'}","['Kim K', 'Lee S', 'Kim JH']",10.2147/NDT.S121533,2016 Dec 8,Neuropsychiatric Disease and Treatment,5153278,,[],3111-3118,2016 Dec 8,2016 Dec 8;12:3111-3118,Neuropsychiatr Dis Treat,Diminished autonomic neurocardiac function in patients with generalized anxiety disorder,12,"['4487860', '4337019', '4092363', '3902149', '3893050', '3864565', '2822123', '1737701', '1737270', '1065053', '128562', '51218']",[]
88,"{'pubmed': [], 'medline': [], 'pmid': '28474618', 'doi': '10.4103/ijmr.IJMR_1447_14', 'pmcid': 'PMC5433274'}","['Tonhajzerova I', 'Mestanik M', 'Mestanikova A', 'Jurko A']",10.4103/ijmr.IJMR_1447_14,,The Indian Journal of Medical Research,5433274,6,[],815-822,2016 Dec,2016 Dec;144(6):815-822,Indian J Med Res,Respiratory sinus arrhythmia as a non-invasive index of ‘brain-heart’ interaction in stress,144,"['4464793', '4106423', '4013470', '4008966', '3521333', '3252634', '3208812', '3108032', '3079208', '2848485', '2773670', '2630713', '2603289', '2290446', '2171034', '1868418', '1828879', '1828207', '1804292', '1801075', '14648']",[]
89,"{'pubmed': [], 'medline': [], 'pmid': '27903282', 'doi': '10.1186/s13063-016-1705-6', 'pmcid': 'PMC5131438'}","['Kersten L', 'Prätzlich M', 'Mannstadt S', 'Ackermann K', 'Kohls G', 'Oldenhof H', 'Saure D', 'Krieger K', 'Herpertz-Dahlmann B', 'Popma A', 'Freitag CM', 'Trestman RL', 'Stadler C']",10.1186/s13063-016-1705-6,2016 Dec 1,Trials,5131438,,[],568,2016 Dec 1,2016 Dec 1;17:568,Trials,START NOW - a comprehensive skills training programme for female adolescents with oppositional defiant and conduct disorders: study protocol for a cluster-randomised controlled trial,17,"['4418507', '4354352', '4133790', '4112384', '3484687', '3475510', '3438398', '3379993', '3376007', '3267933', '3252634', '3110936', '3080237', '2978965', '2927832', '2898284', '2861992', '2764329', '2386852', '2262059', '1449434']",['5335834']
90,"{'pubmed': [], 'medline': [], 'pmid': '27916884', 'doi': '10.3390/children3040038', 'pmcid': 'PMC5184813'}","['McKillop HN', 'Banez GA']",10.3390/children3040038,2016 Nov 30,Children,5184813,4,[],38,2016 Nov 30,2016 Nov 30;3(4):38,Children (Basel),A Broad Consideration of Risk Factors in Pediatric Chronic Pain: Where to Go from Here?,3,"['4885772', '4885759', '4520085', '4438455', '4352401', '4197750', '4056332', '4046513', '3884564', '3690664', '3620373', '3611213', '3594915', '3413740', '3124957', '2993004', '2855293', '2844257', '2824539', '2760649', '2760309', '2735598', '2408884', '2012205', '1979093', '1718696', '28520']",[]
91,"{'pubmed': [], 'medline': [], 'pmid': '27899087', 'doi': '10.1186/s12887-016-0734-3', 'pmcid': 'PMC5129599'}","['Santosh PJ', 'Bell L', 'Lievesley K', 'Singh J', 'Fiori F']",10.1186/s12887-016-0734-3,2016 Nov 29,BMC Pediatrics,5129599,,[],194,2016 Nov 29,2016 Nov 29;16:194,BMC Pediatr,Paradoxical physiological responses to propranolol in a Rett syndrome patient: a case report,16,"['5083138', '4946906', '4946897', '4828032', '4743023', '4684952', '4644494', '4584405', '4480648', '4418849', '4381335', '3633081', '3321067', '3058521', '1718860']",[]
92,"{'pubmed': [], 'medline': [], 'pmid': '27965606', 'doi': '10.3389/fpsyg.2016.01866', 'pmcid': 'PMC5125304'}","['Ibáñez MI', 'Sabater-Grande G', 'Barreda-Tarrazona I', 'Mezquita L', 'López-Ovejero S', 'Villa H', 'Perakakis P', 'Ortet G', 'García-Gallego A', 'Georgantzís N']",10.3389/fpsyg.2016.01866,2016 Nov 28,Frontiers in Psychology,5125304,,[],1866,2016 Nov 28,2016 Nov 28;7:1866,Front Psychol,Take the Money and Run: Psychopathic Behavior in the Trust Game,7,"['4174538', '4105006', '3950280', '3738546', '3693395', '3279745', '3160517', '2876217', '2705930', '2683075', '2614445', '2268795', '2242353']",[]
93,"{'pubmed': [], 'medline': [], 'pmid': '27881783', 'doi': '10.1523/JNEUROSCI.3672-15.2016', 'pmcid': 'PMC5125248'}","['Eisenbarth H', 'Chang LJ', 'Wager TD']",10.1523/JNEUROSCI.3672-15.2016,,The Journal of Neuroscience,5125248,47,[],11987-11998,2016 Nov 23,2016 Nov 23;36(47):11987-11998,J Neurosci,Multivariate Brain Prediction of Heart Rate and Skin Conductance Responses to Social Threat,36,"['5024624', '5015787', '4785945', '4631142', '4535428', '4476709', '4329228', '4317366', '4285151', '4175373', '4169880', '3896150', '3790256', '3691100', '3686858', '3685840', '3545026', '3275821', '3214121', '3174820', '3055427', '2749909', '2743251', '2246096', '1192996']",[]
94,"{'pubmed': [], 'medline': [], 'pmid': '27920726', 'doi': '10.3389/fphys.2016.00557', 'pmcid': 'PMC5118625'}","['Pichot V', 'Roche F', 'Celle S', 'Barthélémy JC', 'Chouchou F']",10.3389/fphys.2016.00557,2016 Nov 22,Frontiers in Physiology,5118625,,[],557,2016 Nov 22,2016 Nov 22;7:557,Front Physiol,HRVanalysis: A Free Software for Analyzing Cardiac Autonomic Activity,7,"['4263095', '3899280', '3576706', '3233900', '3225923', '2670032']",[]
95,"{'pubmed': [], 'medline': [], 'pmid': '27853244', 'doi': '10.1038/srep37212', 'pmcid': 'PMC5112550'}","['Quintana DS', 'Elstad M', 'Kaufmann T', 'Brandt CL', 'Haatveit B', 'Haram M', 'Nerhus M', 'Westlye LT', 'Andreassen OA']",10.1038/srep37212,2016 Nov 17,Scientific Reports,5112550,,[],37212,2016 Nov 17,2016 Nov 17;6:37212,Sci Rep,Resting-state high-frequency heart rate variability is related to respiratory frequency in individuals with severe mental illness but not healthy controls,6,"['5070064', '5049521', '4764485', '4106423', '4092363', '3576174', '2901547', '2713724', '1828207', '1720181', '1024455']",['5289546']
96,"{'pubmed': [], 'medline': [], 'pmid': '27842596', 'doi': '10.1186/s13059-016-1084-z', 'pmcid': 'PMC5108086'}","['Nazeen S', 'Palmer NP', 'Berger B', 'Kohane IS']",10.1186/s13059-016-1084-z,2016 Nov 14,Genome Biology,5108086,,[],228,2016 Nov 14,2016 Nov 14;17:228,Genome Biol,Integrative analysis of genetic data sets reveals a shared innate immune component in autism spectrum disorder and its co-morbidities,17,"['4961620', '4814267', '4451062', '4335356', '4270294', '4224480', '4213467', '4074608', '4067558', '3973034', '3965010', '3964986', '3876178', '3865421', '3849321', '3828002', '3819618', '3793965', '3774987', '3720840', '3714010', '3700858', '3694430', '3686296', '3667984', '3653747', '3633612', '3619976', '3613847', '3610863', '3592909', '3531084', '3514226', '3502016', '3439713', '3364788', '3351385', '3350576', '3337077', '3330746', '3325235', '3322300', '3245020', '3140052', '3086802', '3021798', '3014091', '2991432', '2951180', '2788108', '2770268', '2686461', '2674054', '2668232', '2636576', '2426913', '2387067', '2048743', '1948102', '1239896', '102409', '99122']","['5511183', '5451068', '5449437', '5278570']"
97,"{'pubmed': [], 'medline': [], 'pmid': '27881968', 'doi': '10.3389/fpsyg.2016.01744', 'pmcid': 'PMC5101201'}","['Ellamil M', 'Berson J', 'Margulies DS']",10.3389/fpsyg.2016.01744,2016 Nov 9,Frontiers in Psychology,5101201,,[],1744,2016 Nov 9,2016 Nov 9;7:1744,Front Psychol,Influences on and Measures of Unintentional Group Synchrony,7,"['4240961', '4162643', '3907702', '3624768', '3475977', '3177845', '3137907', '3100954', '2647739']",[]
98,"{'pubmed': [], 'medline': [], 'pmid': '27957405', 'doi': '10.1109/JTEHM.2016.2609927', 'pmcid': 'PMC5127696'}","['', '', '', '', '', '']",10.1109/JTEHM.2016.2609927,2016 Nov 1,IEEE Journal of Translational Engineering in Health and Medicine,5127696,,[],2700111,2016 Nov 1,2016 Nov 1;4:2700111,IEEE J Transl Eng Health Med,Smart Helmet: Wearable Multichannel ECG and EEG,4,"['4839303', '1446200']",['5421671']
99,"{'pubmed': [], 'medline': [], 'pmid': '27739389', 'doi': '10.1017/S0954579416000663', 'pmcid': 'PMC5119897', 'MID': 'NIHMS799321'}","['Hankin BL', 'Snyder HR', 'Gulley LD', 'Schweizer TH', 'Bijttebier P', 'Nelis S', 'Toh G', 'Vasey MW']",10.1017/S0954579416000663,,Development and psychopathology,5119897,4 Pt 1,[],987-1012,2016 Nov,2016 Nov;28(4 Pt 1):987-1012,Dev Psychopathol,Understanding comorbidity among internalizing problems: Integrating latent structural models of psychopathology and risk mechanisms,28,"['5102509', '4928638', '4905756', '4830281', '4673666', '4662048', '4659771', '4609544', '4605834', '4406398', '4374537', '4337844', '4329885', '4299666', '4286282', '4252647', '4245036', '4209412', '4134439', '4092363', '4086836', '4074920', '4072203', '4043866', '4030594', '4020950', '4008972', '4006306', '4006295', '3982916', '3968914', '3938013', '3908677', '3879048', '3869040', '3867253', '3816229', '3755742', '3708605', '3660731', '3547329', '3518491', '3509229', '3489173', '3448706', '3436964', '3414437', '3402021', '3388901', '3383087', '3349280', '3322461', '3253139', '3215837', '3205340', '3160171', '3126864', '3074295', '3071684', '3057480', '3050094', '3018839', '2987512', '2946390', '2946114', '2944747', '2891217', '2889493', '2888482', '2855025', '2847357', '2847269', '2845726', '2827636', '2794796', '2775710', '2763423', '2762790', '2742579', '2733924', '2730221', '2632479', '2242354', '1868418']","['5439427', '5343281']"
100,"{'pubmed': [], 'medline': [], 'pmid': '27931320', 'pmcid': 'PMC5113883'}","['Romagnoli N', 'Buonacucina A', 'Lambertini C', 'Ventrella D', 'Peli A']",,2016 Nov,Journal of the American Association for Laboratory Animal Science : JAALAS,5113883,6,[],801-804,2016 Nov,2016 Nov;55(6):801-804,J Am Assoc Lab Anim Sci,Constant-Rate Infusion of Dexmedetomidine to Manage Thiopental Anesthesia during Intracranial Surgery in Cynomolgus Macaques (Macaca fascicularis),55,"['3989374', '385445']",[]
101,"{'pubmed': [], 'medline': [], 'pmid': '27802329', 'doi': '10.1371/journal.pone.0165904', 'pmcid': 'PMC5089777'}","['Rivera AL', 'Estañol B', 'Fossion R', 'Toledo-Roy JC', 'Callejas-Rojas JA', 'Gien-López JA', 'Delgado-García GR', 'Frank A']",10.1371/journal.pone.0165904,2016 Nov 1,PLoS ONE,5089777,11,[],e0165904,2016 Nov 1,2016 Nov 1;11(11):e0165904,PLoS One,Loss of Breathing Modulation of Heart Rate Variability in Patients with Recent and Long Standing Diabetes Mellitus Type II,11,"['4746070', '4592176', '4566203', '3576706', '3156541', '3006050', '2945176', '2204059', '1500796', '1236737']",['5210387']
102,"{'pubmed': [], 'medline': [], 'pmid': '27822302', 'doi': '10.1186/s13034-016-0129-0', 'pmcid': 'PMC5088655'}","['Babel KA', 'Jambroes T', 'Oostermeijer S', 'van de Ven PM', 'Popma A', 'Vermeiren RR', 'Doreleijers TA', 'Jansen LM']",10.1186/s13034-016-0129-0,2016 Nov 1,Child and Adolescent Psychiatry and Mental Health,5088655,,[],42,2016 Nov 1,2016 Nov 1;10:42,Child Adolesc Psychiatry Ment Health,Do post-trauma symptoms mediate the relation between neurobiological stress parameters and conduct problems in girls?,10,"['4240627', '3667644', '3402101', '3170998', '2690982', '2680777', '1801075']",[]
103,"{'pubmed': [], 'medline': [], 'pmid': '27867415', 'doi': '10.2174/1745017901612010094', 'pmcid': 'PMC5095890'}","['Silva-Júnior FL', 'Emanuel P', 'Sousa J', 'Silva M', 'Teixeira S', 'Pires F', 'Machado S', 'Arias-Carrion O']",10.2174/1745017901612010094,2016 Oct 31,Clinical Practice and Epidemiology in Mental Health : CP & EMH,5095890,,[],94-107,2016 Oct 31,2016 Oct 31;12:94-107,Clin Pract Epidemiol Ment Health,Prior Acute Mental Exertion in Exercise and Sport,12,"['3994139', '3980803', '3341061', '2633295']",[]
104,"{'pubmed': [], 'medline': [], 'pmid': '27826260', 'doi': '10.3389/fpsyg.2016.01574', 'pmcid': 'PMC5078777'}","['Song S', 'Zou Z', 'Song H', 'Wang Y', 'd’Oleire Uquillas F', 'Wang H', 'Chen H']",10.3389/fpsyg.2016.01574,2016 Oct 25,Frontiers in Psychology,5078777,,[],1574,2016 Oct 25,2016 Oct 25;7:1574,Front Psychol,Romantic Love Is Associated with Enhanced Inhibitory Control in an Emotional Stop-Signal Task,7,"['4861725', '4496461', '4327739', '4218981', '4074230', '3936960', '3797815', '3671907', '3596782', '3462342', '3306010', '3277362', '3208031', '2839199', '2773442', '2241753']",[]
105,"{'pubmed': [], 'medline': [], 'pmid': '27826247', 'doi': '10.3389/fphys.2016.00460', 'pmcid': 'PMC5078504'}","['Penzel T', 'Kantelhardt JW', 'Bartsch RP', 'Riedl M', 'Kraemer JF', 'Wessel N', 'Garcia C', 'Glos M', 'Fietze I', 'Schöbel C']",10.3389/fphys.2016.00460,2016 Oct 25,Frontiers in Physiology,5078504,,[],460,2016 Oct 25,2016 Oct 25;7:460,Front Physiol,"Modulations of Heart Rate, ECG, and Cardio-Respiratory Coupling Observed in Polysomnography",7,"['4114218', '4024062', '3981754', '3797399', '3387128', '3190855', '3081328', '2894436', '2869347', '2342859', '2270191', '538288']",['5397858']
106,"{'pubmed': [], 'medline': [], 'pmid': '27773678', 'doi': '10.1016/j.biopsycho.2016.10.008', 'pmcid': 'PMC5335901', 'MID': 'NIHMS851500'}","['Pyne JM', 'Constans JI', 'Wiederhold MD', 'Gibson DP', 'Kimbrell T', 'Kramer TL', 'Pitcock JA', 'Han X', 'Williams DK', 'Chartrand D', 'Gevirtz RN', 'Spira J', 'Wiederhold BK', 'McCraty R', 'McCune TR']",10.1016/j.biopsycho.2016.10.008,2016 Oct 20,Biological psychology,5335901,Pt A,[],91-98,2016 Oct 20,2016 Oct 20;121(Pt A):91-98,Biol Psychol,Heart rate variability: Pre-deployment predictor of post-deployment PTSD symptoms,121,"['4476948', '4469781', '4333766', '4179616', '4153371', '4092363', '3809831', '3576706', '3412748', '2912797', '2647968', '2244768', '1995612', '1868418']",[]
107,"{'pubmed': [], 'medline': [], 'pmid': '27761664', 'doi': '10.1007/s10484-016-9344-y', 'pmcid': 'PMC5122600'}","['Rijken NH', 'Soer R', 'de Maar E', 'Prins H', 'Teeuw WB', 'Peuscher J', 'Oosterveld FG']",10.1007/s10484-016-9344-y,2016 Oct 19,Applied Psychophysiology and Biofeedback,5122600,4,[],421-430,2016 Oct 19,2016 Oct 19;41(4):421-430,Appl Psychophysiol Biofeedback,Increasing Performance of Professional Soccer Players and Elite Track and Field Athletes with Peak Performance Training and Biofeedback: A Pilot Study,41,"['4533654', '4311559', '3885828']",['5575615']
108,"{'pubmed': [], 'medline': [], 'pmid': '27741261', 'doi': '10.1371/journal.pone.0164615', 'pmcid': 'PMC5065133'}","['De Witte NA', 'Sütterlin S', 'Braet C', 'Mueller SC']",10.1371/journal.pone.0164615,2016 Oct 14,PLoS ONE,5065133,10,[],e0164615,2016 Oct 14,2016 Oct 14;11(10):e0164615,PLoS One,"Getting to the Heart of Emotion Regulation in Youth: The Role of Interoceptive Sensitivity, Heart Rate Variability, and Parental Psychopathology",11,"['4709223', '4678417', '4354240', '4152223', '4107166', '3843676', '3831556', '3797260', '3618324', '3594730', '3449170', '3400033', '3252634', '3153591', '3122270', '3035931', '2848485', '2773670', '2743505', '2718191', '2630713', '2556849', '1868418', '1801075']",[]
109,"{'pubmed': [], 'medline': [], 'pmid': '27359173', 'doi': '10.1097/PSY.0000000000000353', 'pmcid': 'PMC5051518'}","['Liu M', 'Xu F', 'Tao T', 'Song D', 'Li D', 'Li Y', 'Guo Y', 'Liu X']",10.1097/PSY.0000000000000353,2016 Oct 14,Psychosomatic Medicine,5051518,8,[],888-895,2016 Oct 14,2016 Oct 14;78(8):888-895,Psychosom Med,Molecular Mechanisms of Stress-Induced Myocardial Injury in a Rat Model Simulating Posttraumatic Stress Disorder,78,"['4106129', '4005370', '3939897', '3823367', '3815706', '3716639', '3552245', '2757327', '2574374']",[]
110,"{'pubmed': [], 'medline': [], 'pmid': '27746315', 'doi': '10.1016/j.taap.2016.10.008', 'pmcid': 'PMC5391294', 'MID': 'NIHMS851208'}","['Kurhanewicz N', 'McIntosh-Kastrinsky R', 'Tong H', 'Ledbetter A', 'Walsh L', 'Farraj A', 'Hazari M']",10.1016/j.taap.2016.10.008,2016 Oct 13,Toxicology and applied pharmacology,5391294,,[],51-60,2016 Oct 13,2016 Oct 13;324:51-60,Toxicol Appl Pharmacol,TRPA1 mediates changes in heart rate variability and cardiac mechanical function in mice exposed to acrolein,324,"['4835220', '4765366', '4725117', '4452753', '4419498', '4373601', '4310380', '4203862', '4137573', '4019878', '3937610', '3937591', '3807622', '3576706', '3440084', '3295357', '3236628', '3224799', '3223009', '3136963', '3094491', '3057646', '3053048', '2886886', '2834929', '2825608', '2756782', '2538817', '2375701', '2269989', '2269785', '2204059', '1995684', '1240585', '1156804']",['5528158']
111,"{'pubmed': [], 'medline': [], 'pmid': '27732589', 'doi': '10.1371/journal.pone.0162593', 'pmcid': 'PMC5061423'}","['Abdur-Rahim J', 'Morales Y', 'Gupta P', 'Umata I', 'Watanabe A', 'Even J', 'Suyama T', 'Ishii S']",10.1371/journal.pone.0162593,2016 Oct 12,PLoS ONE,5061423,10,[],e0162593,2016 Oct 12,2016 Oct 12;11(10):e0162593,PLoS One,Multi-Sensor Based State Prediction for Personal Mobility Vehicles,11,"['3734071', '3305918', '2892750', '2754195', '2714193']",[]
112,"{'pubmed': [], 'medline': [], 'pmid': '27716801', 'doi': '10.1371/journal.pone.0162749', 'pmcid': 'PMC5055358'}","['Ioannou S', 'Morris P', 'Terry S', 'Baker M', 'Gallese V', 'Reddy V']",10.1371/journal.pone.0162749,2016 Oct 7,PLoS ONE,5055358,10,[],e0162749,2016 Oct 7,2016 Oct 7;11(10):e0162749,PLoS One,Sympathy Crying: Insights from Infrared Thermal Imaging on a Female Sample,11,"['4867684', '4286005', '4120854', '3896150', '3834185', '3440979', '3294268', '2491556']",['5319350']
113,"{'pubmed': [], 'medline': [], 'pmid': '27716445', 'doi': '10.1186/s40101-016-0110-x', 'pmcid': 'PMC5051049'}","['Yuda E', 'Ogasawara H', 'Yoshida Y', 'Hayano J']",10.1186/s40101-016-0110-x,2016 Oct 5,Journal of Physiological Anthropology,5051049,,[],24,2016 Oct 5,2016 Oct 5;35:24,J Physiol Anthropol,Suppression of vagal cardiac modulation by blue light in healthy subjects,35,"['4791759', '4528566', '3893775', '3863570', '3619500', '3589725', '3027693', '2868495']","['5505029', '5282632']"
